trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
873129,2974,930412,PRIJEM,PREVOD Z UCTU,5582.0,6682.0,DUCHOD,QR,85955059
615785,2099,930412,VYDAJ,VYBER,27100.0,47892.5,,,
941431,3213,930412,PRIJEM,VKLAD,400.0,400.0,,,
280,2,930412,PRIJEM,PREVOD Z UCTU,20236.0,45285.5,,ST,66487163
477642,1628,930412,PRIJEM,PREVOD Z UCTU,4276.0,17858.8,DUCHOD,UV,15916598
250306,860,930412,PRIJEM,VKLAD,13185.0,13785.0,,,
309328,1054,930412,PRIJEM,VKLAD,9650.0,26925.5,,,
307765,1050,930412,PRIJEM,PREVOD Z UCTU,25317.0,50854.6,,WX,2865469
1050258,3593,930412,PRIJEM,VKLAD,15787.0,35706.1,,,
1450260,4937,930412,VYDAJ,PREVOD NA UCET,800.0,73271.2, ,OP,43502605
717566,2458,930412,PRIJEM,PREVOD Z UCTU,25920.0,27020.0,,WX,55121827
1121967,3834,930412,PRIJEM,VKLAD,13875.0,42359.5,,,
2521743,8321,930412,PRIJEM,VKLAD,800.0,800.0,,,
83662,280,930412,PRIJEM,VKLAD,12043.0,37633.1,,,
711852,2434,930412,PRIJEM,VKLAD,4391.0,27746.7,,,
2579154,8519,930412,PRIJEM,PREVOD Z UCTU,37346.0,38446.0,,OP,16093504
490781,1675,930412,PRIJEM,PREVOD Z UCTU,4327.0,14117.3,DUCHOD,AB,50350195
1066288,3644,930413,PRIJEM,PREVOD Z UCTU,3456.0,4456.0,,CD,81058329
1066284,3644,930413,PRIJEM,VKLAD,1000.0,1000.0,,,
48644,163,930413,PRIJEM,PREVOD Z UCTU,6698.0,20994.0,DUCHOD,YZ,76209622
34888,112,930413,PRIJEM,PREVOD Z UCTU,6582.0,13381.3,DUCHOD,EF,24612278
452736,1539,930413,PRIJEM,VKLAD,32327.0,65348.9,,,
142154,477,930413,PRIJEM,VKLAD,16392.0,46775.5,,,
175001,588,930413,PRIJEM,VKLAD,8200.0,16834.0,,,
776418,2648,930413,PRIJEM,VKLAD,400.0,400.0,,,
571553,1944,930413,VYDAJ,VYBER,6800.0,32912.4,,,
785194,2676,930413,PRIJEM,VKLAD,15263.0,44902.6,,,
3314628,11013,930413,PRIJEM,PREVOD Z UCTU,42244.0,78165.1,,YZ,45816707
577582,1966,930413,VYDAJ,VYBER,5700.0,29003.1,,,
2910391,9640,930413,PRIJEM,PREVOD Z UCTU,19106.0,39860.8,,UV,13876933
1256508,4296,930413,PRIJEM,VKLAD,18729.0,53999.2,,,
1262485,4318,930413,PRIJEM,VKLAD,200.0,200.0,,,
439039,1493,930413,PRIJEM,PREVOD Z UCTU,5009.0,20292.7,DUCHOD,AB,54522466
435766,1481,930413,PRIJEM,PREVOD Z UCTU,3098.0,10294.0,,AB,21098941
833171,2838,930413,PRIJEM,VKLAD,900.0,900.0,,,
1273278,4355,930413,PRIJEM,VKLAD,1400.0,20415.8,,,
1101123,3760,930413,VYDAJ,VYBER,19800.0,46120.2,,,
218882,744,930413,PRIJEM,PREVOD Z UCTU,5740.0,11895.7,DUCHOD,GH,94336568
987042,3367,930413,PRIJEM,VKLAD,22608.0,23408.0,,,
2135548,7231,930413,VYDAJ,VYBER,33600.0,55560.3,,,
914522,3117,930413,PRIJEM,PREVOD Z UCTU,5355.0,11610.0,DUCHOD,CD,1493776
676805,2313,930413,PRIJEM,VKLAD,1000.0,1000.0,,,
618171,2110,930413,PRIJEM,PREVOD Z UCTU,3076.0,6752.0,,WX,47164356
660838,2256,930413,PRIJEM,PREVOD Z UCTU,4729.0,14922.5,DUCHOD,AB,59773492
1039121,3554,930413,PRIJEM,VKLAD,500.0,35157.3,,,
1036267,3545,930413,PRIJEM,VKLAD,20203.0,42745.3,,,
480218,1637,930413,PRIJEM,PREVOD Z UCTU,5718.0,23439.7,DUCHOD,UV,45134812
527452,1801,930413,PRIJEM,VKLAD,31467.0,120512.8,,,
528026,1801,930413,VYDAJ,VYBER,54300.0,66212.8,,,
1142762,3909,930413,PRIJEM,VKLAD,24400.0,59685.2,,,
1450188,4937,930413,VYDAJ,PREVOD NA UCET,2687.0,70584.2,SIPO,OP,13841212
404594,1378,930413,PRIJEM,VKLAD,24419.0,50603.2,,,
717832,2458,930413,PRIJEM,VKLAD,300.0,27320.0,,,
716045,2453,930413,PRIJEM,PREVOD Z UCTU,3285.0,6979.4,,OP,70054560
871635,2970,930413,PRIJEM,VKLAD,9658.0,34584.7,,,
756211,2581,930413,PRIJEM,VKLAD,19653.0,43157.5,,,
757957,2585,930413,PRIJEM,VKLAD,14963.0,43342.5,,,
622631,2124,930413,PRIJEM,VKLAD,21431.0,45494.3,,,
1549101,5270,930413,VYDAJ,VYBER,11900.0,37185.0,,,
505244,1726,930413,PRIJEM,VKLAD,13967.0,48389.7,,,
846010,2881,930413,PRIJEM,VKLAD,6959.0,33335.7,,,
410114,1397,930413,PRIJEM,VKLAD,17278.0,17978.0,,,
1021124,3487,930413,PRIJEM,VKLAD,15914.0,53185.4,,,
94648,322,930413,PRIJEM,VKLAD,16646.0,37920.6,,,
2349720,7753,930414,PRIJEM,VKLAD,42008.0,94111.4,,,
963188,3283,930414,PRIJEM,VKLAD,18467.0,18767.0,,,
39493,128,930414,PRIJEM,VKLAD,1800.0,13618.5,,,
2102564,7123,930414,PRIJEM,VKLAD,200.0,200.0,,,
1195294,4093,930414,PRIJEM,VKLAD,700.0,1100.0,,,
131926,443,930414,PRIJEM,PREVOD Z UCTU,3058.0,9674.0,,ST,29172384
1977905,6701,930414,VYDAJ,VYBER,1000.0,28305.6,,,
391498,1332,930414,PRIJEM,VKLAD,22335.0,22635.0,,,
349919,1189,930414,PRIJEM,PREVOD Z UCTU,3433.0,4033.0,,ST,3054506
122246,411,930414,PRIJEM,VKLAD,18497.0,52563.8,,,
577278,1966,930414,PRIJEM,VKLAD,20567.0,49570.1,,,
745026,2543,930414,PRIJEM,PREVOD Z UCTU,6148.0,19590.4,DUCHOD,CD,4203528
2908692,9635,930414,PRIJEM,PREVOD Z UCTU,4470.0,18343.5,DUCHOD,CD,37906074
1136716,3883,930414,PRIJEM,VKLAD,11800.0,13002.3,,,
727888,2489,930414,PRIJEM,PREVOD Z UCTU,5781.0,12478.2,DUCHOD,YZ,23886204
1598765,5428,930414,PRIJEM,VKLAD,1000.0,1000.0,,,
858903,2926,930414,VYDAJ,VYBER,6800.0,29797.2,,,
1028508,3513,930414,PRIJEM,VKLAD,19078.0,40103.4,,,
166985,559,930414,PRIJEM,PREVOD Z UCTU,5672.0,11658.4,DUCHOD,OP,74414402
55849,187,930414,PRIJEM,PREVOD Z UCTU,4197.0,4397.0,DUCHOD,IJ,69323509
66924,222,930414,VYDAJ,VYBER,4500.0,30409.0,,,
911511,3108,930414,PRIJEM,PREVOD Z UCTU,3063.0,3663.0,,QR,40405446
699224,2393,930414,PRIJEM,VKLAD,10737.0,40197.3,,,
876081,2985,930414,PRIJEM,PREVOD Z UCTU,4519.0,4919.0,DUCHOD,ST,19389057
902734,3076,930414,PRIJEM,PREVOD Z UCTU,4164.0,4864.0,DUCHOD,MN,57857745
2192,9,930414,PRIJEM,VKLAD,800.0,19559.4,,,
528027,1801,930414,VYDAJ,VYBER,22800.0,43412.8,,,
615628,2099,930414,VYBER,VYBER,20200.0,27692.5,,,
1081331,3693,930414,PRIJEM,VKLAD,15447.0,45128.4,,,
1143206,3909,930414,VYDAJ,VYBER,16400.0,43285.2,,,
226658,772,930414,PRIJEM,VKLAD,24009.0,59474.0,,,
2809957,9307,930414,PRIJEM,VKLAD,8588.0,37215.4,,,
1548753,5270,930414,PRIJEM,PREVOD Z UCTU,44749.0,81934.0,,IJ,80269753
849724,2895,930414,PRIJEM,VKLAD,18146.0,37136.6,,,
3394150,11265,930414,VYDAJ,VYBER,4800.0,28190.3,,,
2521747,8321,930414,PRIJEM,VKLAD,10562.0,11362.0,,,
106238,362,930414,PRIJEM,VKLAD,9542.0,10442.0,,,
83230,279,930414,PRIJEM,VKLAD,400.0,400.0,,,
608139,2070,930414,PRIJEM,VKLAD,12138.0,40803.2,,,
730775,2497,930415,PRIJEM,VKLAD,9600.0,15856.0,,,
32215,104,930415,PRIJEM,VKLAD,500.0,500.0,,,
339392,1152,930415,PRIJEM,VKLAD,800.0,800.0,,,
3315107,11013,930415,VYDAJ,VYBER,26300.0,51865.1,,,
148858,497,930415,PRIJEM,VKLAD,1000.0,1000.0,,,
1123025,3835,930415,PRIJEM,VKLAD,5700.0,20833.0,,,
1271156,4347,930415,PRIJEM,VKLAD,900.0,1600.0,,,
726517,2486,930415,PRIJEM,VKLAD,42899.0,74031.5,,,
621778,2122,930415,PRIJEM,VKLAD,9246.0,57450.3,,,
403006,1372,930415,PRIJEM,VKLAD,13500.0,13800.0,,,
25020,83,930416,PRIJEM,VKLAD,500.0,500.0,,,
502385,1713,930416,PRIJEM,VKLAD,700.0,13103.0,,,
976268,3327,930416,PRIJEM,VKLAD,1100.0,1100.0,,,
315563,1077,930416,PRIJEM,VKLAD,1500.0,16905.0,,,
167905,562,930416,PRIJEM,VKLAD,1900.0,16214.6,,,
2256153,7445,930416,PRIJEM,VKLAD,8677.0,26754.0,,,
880817,3001,930416,PRIJEM,VKLAD,1000.0,1400.0,,,
1693618,5740,930416,PRIJEM,VKLAD,800.0,800.0,,,
402750,1372,930416,PRIJEM,VKLAD,1000.0,14800.0,,,
589563,2008,930416,PRIJEM,VKLAD,700.0,700.0,,,
1109465,3788,930417,PRIJEM,VKLAD,1800.0,2100.0,,,
647967,2216,930417,PRIJEM,VKLAD,900.0,900.0,,,
1003508,3424,930417,VYDAJ,VYBER,3000.0,31923.5,,,
3235268,10738,930417,PRIJEM,VKLAD,200.0,200.0,,,
144921,485,930417,VYBER,VYBER,14491.0,21393.0,,,
532724,1815,930417,PRIJEM,VKLAD,500.0,500.0,,,
3123299,10364,930417,VYDAJ,VYBER,10300.0,33818.1,,,
312013,1065,930417,PRIJEM,VKLAD,1300.0,1700.0,,,
1136411,3883,930417,PRIJEM,VKLAD,500.0,13502.3,,,
2465716,8132,930417,PRIJEM,VKLAD,700.0,700.0,,,
160857,539,930417,PRIJEM,VKLAD,3100.0,17300.0,,,
2256519,7445,930417,PRIJEM,VKLAD,100.0,26854.0,,,
1039422,3554,930417,VYDAJ,VYBER,6700.0,28457.3,,,
285367,979,930417,VYDAJ,VYBER,4600.0,33465.8,,,
796789,2714,930417,PRIJEM,VKLAD,1300.0,23237.3,,,
35863,115,930418,PRIJEM,VKLAD,7300.0,15765.0,,,
39565,128,930418,PRIJEM,VKLAD,600.0,14218.5,,,
1779375,6034,930418,VYDAJ,VYBER,16300.0,45076.4,,,
1109537,3788,930418,PRIJEM,VKLAD,1000.0,3100.0,,,
647968,2216,930418,PRIJEM,VKLAD,7928.0,8828.0,,,
1176618,4034,930418,VYDAJ,VYBER,100.0,26934.1,,,
393515,1338,930418,PRIJEM,VKLAD,13327.0,64570.5,,,
3331814,11065,930418,PRIJEM,VKLAD,6000.0,18955.0,,,
126448,425,930418,PRIJEM,VKLAD,9600.0,15893.0,,,
119793,401,930418,VYDAJ,VYBER,5400.0,33677.1,,,
740278,2527,930418,VYDAJ,VYBER,3400.0,24942.4,,,
1263401,4321,930418,PRIJEM,VKLAD,1000.0,1000.0,,,
828854,2823,930418,PRIJEM,VKLAD,300.0,300.0,,,
1136483,3883,930418,PRIJEM,VKLAD,700.0,14202.3,,,
1273350,4355,930418,PRIJEM,VKLAD,1500.0,21915.8,,,
1598769,5428,930418,PRIJEM,VKLAD,35931.0,36931.0,,,
990108,3374,930418,VYDAJ,VYBER,3200.0,32483.5,,,
167977,562,930418,PRIJEM,VKLAD,1900.0,18114.6,,,
1036527,3545,930418,VYDAJ,VYBER,10600.0,32145.3,,,
1039193,3554,930418,PRIJEM,VKLAD,900.0,29357.3,,,
615544,2099,930418,PRIJEM,VKLAD,43854.0,71546.5,,,
880889,3001,930418,PRIJEM,VKLAD,1100.0,2500.0,,,
250605,860,930418,PRIJEM,VKLAD,2700.0,16485.0,,,
2984715,9883,930418,PRIJEM,VKLAD,9800.0,10300.0,,,
695259,2378,930419,PRIJEM,VKLAD,29841.0,54426.6,,,
29728,96,930419,VYDAJ,VYBER,24700.0,53396.6,,,
451753,1535,930419,PRIJEM,VKLAD,7500.0,11836.0,,,
1075929,3675,930419,VYDAJ,VYBER,8500.0,38299.0,,,
1598771,5428,930419,PRIJEM,VKLAD,47436.0,84367.0,,,
810662,2762,930419,VYDAJ,VYBER,39300.0,64164.0,,,
2258770,7454,930419,PRIJEM,VKLAD,500.0,500.0,,,
900892,3069,930419,VYDAJ,VYBER,300.0,23256.0,,,
887467,3026,930419,VYDAJ,VYBER,12400.0,32819.4,,,
1050619,3593,930419,VYDAJ,VYBER,7500.0,28206.1,,,
2780398,9203,930419,PRIJEM,VKLAD,12782.0,24082.0,,,
956584,3260,930419,PRIJEM,VKLAD,37304.0,37704.0,,,
1122557,3834,930419,VYDAJ,VYBER,7600.0,34759.5,,,
519185,1773,930419,PRIJEM,VKLAD,300.0,300.0,,,
2350080,7753,930420,VYDAJ,VYBER,39200.0,63204.4,,,
2349712,7753,930420,PRIJEM,VKLAD,8293.0,102404.4,,,
39756,128,930420,PRIJEM,VKLAD,2800.0,17018.5,,,
1109310,3787,930420,VYDAJ,VYBER,12200.0,32334.8,,,
777949,2651,930420,VYDAJ,VYBER,6700.0,29429.0,,,
3302598,10973,930420,PRIJEM,VKLAD,8897.0,8897.0,,,
3302582,10973,930420,PRIJEM,VKLAD,400.0,9297.0,,,
761346,2599,930420,PRIJEM,VKLAD,600.0,600.0,,,
1602524,5442,930420,PRIJEM,VKLAD,31932.0,96659.4,,,
56222,188,930420,PRIJEM,VKLAD,700.0,700.0,,,
64023,212,930420,VYDAJ,VYBER,40100.0,64597.3,,,
309621,1054,930420,VYDAJ,VYBER,700.0,26225.5,,,
2349702,7753,930421,PRIJEM,VKLAD,9229.0,72433.4,,,
299432,1019,930421,VYDAJ,VYBER,12800.0,42189.0,,,
343678,1166,930421,PRIJEM,VKLAD,200.0,200.0,,,
136150,456,930421,VYDAJ,VYBER,39800.0,64727.2,,,
137126,459,930421,PRIJEM,VKLAD,6500.0,24000.0,,,
150855,504,930421,PRIJEM,VKLAD,1100.0,1100.0,,,
1603014,5442,930421,VYDAJ,VYBER,37500.0,59159.4,,,
989758,3374,930421,PRIJEM,VKLAD,45670.0,78153.5,,,
524054,1787,930421,PRIJEM,VKLAD,9900.0,11000.0,,,
446904,1518,930421,PRIJEM,VKLAD,200.0,200.0,,,
227107,772,930421,VYDAJ,VYBER,16700.0,42774.0,,,
1450520,4937,930421,VYDAJ,VYBER,19800.0,50784.2,,,
622997,2124,930421,VYDAJ,VYBER,12300.0,33194.3,,,
410412,1397,930421,PRIJEM,VKLAD,4700.0,22678.0,,,
3403040,11295,930421,VYDAJ,VYBER,10700.0,38643.6,,,
94941,322,930421,VYDAJ,VYBER,5900.0,32020.6,,,
695460,2378,930422,VYDAJ,VYBER,1500.0,52926.6,,,
640992,2189,930422,PRIJEM,VKLAD,700.0,700.0,,,
1781282,6040,930422,PRIJEM,VKLAD,1100.0,1100.0,,,
452240,1536,930422,VYDAJ,VYBER,19700.0,45782.9,,,
2102583,7123,930422,PRIJEM,VKLAD,26000.0,26200.0,,,
785634,2676,930422,VYDAJ,VYBER,8800.0,36102.6,,,
1273579,4355,930422,PRIJEM,VKLAD,800.0,22715.8,,,
871811,2970,930422,VYDAJ,VYBER,6000.0,28584.7,,,
844566,2876,930422,PRIJEM,VKLAD,200.0,200.0,,,
88594,299,930422,PRIJEM,VKLAD,33882.0,34482.0,,,
1108318,3785,930423,PRIJEM,VKLAD,1500.0,25542.0,,,
1076871,3678,930423,PRIJEM,VKLAD,5300.0,15001.0,,,
2034892,6897,930423,PRIJEM,VKLAD,200.0,200.0,,,
1977583,6701,930423,PRIJEM,VKLAD,28137.0,56442.6,,,
881128,3001,930423,PRIJEM,VKLAD,12200.0,14700.0,,,
442455,1505,930423,PRIJEM,VKLAD,400.0,400.0,,,
2780391,9203,930423,PRIJEM,VKLAD,10601.0,34683.0,,,
193437,655,930423,VYDAJ,VYBER,700.0,23925.0,,,
2502174,8260,930423,VYDAJ,VYBER,8200.0,29435.0,,,
84103,280,930423,VYDAJ,VYBER,4800.0,32833.1,,,
708374,2425,930423,VYDAJ,VYBER,7300.0,27616.5,,,
492188,1678,930423,VYDAJ,VYBER,12100.0,34156.8,,,
270134,925,930424,VYDAJ,VYBER,6900.0,34821.8,,,
1195534,4093,930424,PRIJEM,VKLAD,10600.0,11700.0,,,
1183401,4055,930424,VYDAJ,VYBER,16400.0,40174.2,,,
391794,1332,930424,VYDAJ,VYBER,1300.0,21335.0,,,
2931453,9707,930424,PRIJEM,VKLAD,500.0,500.0,,,
294328,1005,930424,VYDAJ,VYBER,18700.0,45193.6,,,
990109,3374,930424,VYDAJ,VYBER,23700.0,102226.5,,,
989750,3374,930424,PRIJEM,VKLAD,47773.0,125926.5,,,
1279347,4377,930424,PRIJEM,VKLAD,500.0,500.0,,,
210940,717,930424,PRIJEM,VKLAD,400.0,400.0,,,
527453,1801,930424,PRIJEM,VKLAD,5630.0,49042.8,,,
1693621,5740,930424,PRIJEM,VKLAD,42472.0,43272.0,,,
1450116,4937,930424,VYDAJ,VYBER,5400.0,45384.2,,,0
2810464,9307,930424,VYDAJ,VYBER,7100.0,30115.4,,,
504347,1721,930424,PRIJEM,VKLAD,9400.0,10500.0,,,
1486387,5065,930424,PRIJEM,VKLAD,1700.0,26193.5,,,
205251,697,930424,VYDAJ,VYBER,8500.0,37856.8,,,
957031,3260,930424,VYDAJ,VYBER,23200.0,50451.0,,,
956585,3260,930424,PRIJEM,VKLAD,35947.0,73651.0,,,
963446,3283,930425,PRIJEM,VKLAD,400.0,19167.0,,,
1736952,5891,930425,VYDAJ,VYBER,24200.0,49934.4,,,
1107171,3781,930425,PRIJEM,VKLAD,800.0,25633.0,,,
142594,477,930425,VYDAJ,VYBER,12300.0,34475.5,,,
826062,2814,930425,PRIJEM,VKLAD,500.0,500.0,,,
1602520,5442,930425,PRIJEM,VKLAD,22673.0,81832.4,,,
2127529,7203,930425,PRIJEM,VKLAD,12900.0,13800.0,,,
900240,3068,930425,PRIJEM,VKLAD,500.0,500.0,,,
308091,1050,930425,VYDAJ,VYBER,11000.0,39854.6,,,
401330,1366,930425,PRIJEM,VKLAD,3000.0,24363.1,,,
292549,1000,930425,VYDAJ,VYBER,25700.0,48201.5,,,
412192,1402,930425,PRIJEM,VKLAD,6700.0,16106.0,,,
656184,2242,930426,VYDAJ,VYBER,27000.0,52710.3,,,
695269,2378,930426,PRIJEM,VKLAD,15105.0,68031.6,,,
270620,928,930426,PRIJEM,VKLAD,1100.0,1100.0,,,
303130,1032,930426,PRIJEM,VKLAD,400.0,400.0,,,
3235277,10738,930426,PRIJEM,VKLAD,7586.0,7786.0,,,
340909,1157,930426,PRIJEM,VKLAD,11200.0,17488.0,,,
772984,2639,930426,PRIJEM,VKLAD,800.0,800.0,,,
2034903,6897,930426,PRIJEM,VKLAD,28163.0,28363.0,,,
2841503,9403,930426,PRIJEM,VKLAD,10000.0,10600.0,,,
511640,1750,930426,VYDAJ,VYBER,17400.0,45810.7,,,
434246,1476,930426,PRIJEM,VKLAD,200.0,200.0,,,
312247,1065,930426,PRIJEM,VKLAD,13200.0,14900.0,,,
1271418,4347,930426,PRIJEM,VKLAD,11100.0,12700.0,,,
261802,897,930426,PRIJEM,VKLAD,600.0,600.0,,,
594523,2023,930426,VYDAJ,VYBER,17200.0,44205.4,,,
484361,1649,930426,PRIJEM,VKLAD,3500.0,20700.0,,,
168214,562,930426,PRIJEM,VKLAD,3600.0,21714.6,,,
71670,239,930426,PRIJEM,VKLAD,27035.0,41837.0,,,
59201,197,930426,VYDAJ,VYBER,11100.0,33851.6,,,
2178,9,930426,PRIJEM,VKLAD,14245.0,33804.4,,,
1048590,3586,930426,PRIJEM,VKLAD,5800.0,19051.0,,,
284272,977,930426,PRIJEM,VKLAD,800.0,800.0,,,
1579221,5369,930426,PRIJEM,VKLAD,600.0,22396.8,,,
1911149,6473,930426,VYDAJ,VYBER,10500.0,40488.6,,,
49021,163,930427,VYDAJ,VYBER,500.0,20494.0,,,
50042,168,930427,PRIJEM,VKLAD,500.0,500.0,,,
603929,2056,930427,PRIJEM,VKLAD,7520.0,7720.0,,,
783620,2670,930427,VYDAJ,VYBER,19000.0,43761.7,,,
148719,496,930427,PRIJEM,VKLAD,400.0,21216.3,,,
636660,2175,930427,PRIJEM,VKLAD,400.0,400.0,,,
1615045,5483,930427,PRIJEM,VKLAD,4100.0,21202.0,,,
752170,2566,930427,PRIJEM,VKLAD,3400.0,19200.0,,,
330949,1127,930427,VYDAJ,VYBER,15000.0,42713.3,,,
2243132,7401,930427,VYDAJ,VYBER,11000.0,34285.5,,,
698,2,930427,VYDAJ,VYBER,11000.0,34285.5,,,
2434,9,930427,VYDAJ,VYBER,6800.0,27004.4,,,
2809955,9307,930427,PRIJEM,VKLAD,19773.0,49888.4,,,
1910789,6473,930427,PRIJEM,VKLAD,33772.0,74260.6,,,
2525126,8330,930427,PRIJEM,VKLAD,400.0,22118.0,,,
518686,1771,930427,PRIJEM,VKLAD,9400.0,14479.0,,,
1195280,4093,930428,PRIJEM,VKLAD,49614.0,61314.0,,,
537768,1829,930428,PRIJEM,VKLAD,2100.0,24564.1,,,
1256738,4296,930428,VYDAJ,VYBER,15300.0,38699.2,,,
729268,2493,930428,PRIJEM,VKLAD,6700.0,15063.0,,,
726928,2486,930428,VYDAJ,VYBER,54100.0,48899.5,,,
726520,2486,930428,PRIJEM,VKLAD,28968.0,102999.5,,,
726929,2486,930428,VYDAJ,VYBER,10000.0,38899.5,,,
3047484,10105,930428,PRIJEM,VKLAD,600.0,600.0,,,
1897654,6425,930428,PRIJEM,VKLAD,6900.0,19968.0,,,
527462,1801,930428,PRIJEM,VKLAD,28095.0,77137.8,,,
2780812,9203,930428,VYDAJ,VYBER,5400.0,29283.0,,,
851696,2902,930428,VYDAJ,VYBER,16300.0,39852.2,,,
408601,1392,930428,PRIJEM,VKLAD,700.0,700.0,,,
106101,361,930428,VYDAJ,VYBER,13900.0,35586.4,,,
1779020,6034,930429,PRIJEM,VKLAD,5911.0,50987.4,,,
1147010,3923,930429,PRIJEM,VKLAD,1800.0,24171.0,,,
810838,2763,930429,PRIJEM,VKLAD,45008.0,83483.9,,,
2256141,7445,930429,PRIJEM,VKLAD,13472.0,40326.0,,,
615680,2099,930429,VYDAJ,VYBER,9300.0,62246.5,,,
657180,2245,930429,PRIJEM,VKLAD,10400.0,10700.0,,,
1082380,3697,930429,PRIJEM,VKLAD,900.0,900.0,,,
1081629,3693,930429,VYDAJ,VYBER,13200.0,31928.4,,,
1562662,5313,930429,PRIJEM,VKLAD,800.0,800.0,,,
608429,2070,930429,VYDAJ,VYBER,10500.0,30303.2,,,
3564256,1019,930430,PRIJEM,,156.2,42345.2,UROK,,
3563620,1000,930430,PRIJEM,,181.6,48383.1,UROK,,
3563842,1006,930430,PRIJEM,,84.5,21905.9,UROK,,
3562940,982,930430,PRIJEM,,91.9,23326.2,UROK,,
3565279,1054,930430,PRIJEM,,85.6,26311.1,UROK,,
3562800,979,930430,PRIJEM,,109.8,33575.6,UROK,,
3563772,1005,930430,PRIJEM,,137.8,45331.4,UROK,,
3565092,1050,930430,PRIJEM,,118.3,39972.8,UROK,,
695492,2378,930430,VYDAJ,VYBER,14.6,68197.0,SLUZBY,,
3593103,1898,930430,PRIJEM,,37.6,11303.5,UROK,,
3591352,1843,930430,PRIJEM,,132.8,49462.7,UROK,,
3590886,1830,930430,PRIJEM,,108.8,28344.6,UROK,,
3591424,1844,930430,PRIJEM,,15.6,13527.3,UROK,,
3590816,1829,930430,PRIJEM,,66.6,24630.6,UROK,,
3618820,2670,930430,PRIJEM,,162.5,43924.2,UROK,,
3617493,2632,930430,PRIJEM,,192.4,47785.7,UROK,,
3618640,2666,930430,PRIJEM,,14.6,6426.0,UROK,,
3618043,2647,930430,PRIJEM,,140.4,37112.6,UROK,,
3619545,2694,930430,PRIJEM,,143.7,41567.7,UROK,,
3619032,2676,930430,PRIJEM,,131.3,36233.9,UROK,,
3618209,2651,930430,PRIJEM,,45.0,29474.0,UROK,,
3680255,7123,930430,PRIJEM,,32.8,26232.8,UROK,,
3677025,6555,930430,PRIJEM,,227.9,53773.5,UROK,,
3676269,6425,930430,PRIJEM,,8.3,19976.3,UROK,,
3677724,6701,930430,PRIJEM,,152.2,56594.8,UROK,,
3673342,5891,930430,PRIJEM,,179.6,50114.0,UROK,,
2350010,7753,930430,VYDAJ,VYBER,14.6,72749.9,SLUZBY,,
3438260,562,930430,PRIJEM,,69.0,21783.5,UROK,,
3580977,1536,930430,PRIJEM,,173.2,45956.1,UROK,,
3579546,1493,930430,PRIJEM,,21.7,20314.4,UROK,,
3578974,1477,930430,PRIJEM,,13.1,10189.1,UROK,,
3580906,1535,930430,PRIJEM,,19.7,11855.7,UROK,,
3558615,862,930430,PRIJEM,,379.7,95412.4,UROK,,
3559700,890,930430,PRIJEM,,128.7,32961.9,UROK,,
3558480,860,930430,PRIJEM,,29.8,16514.8,UROK,,
3561758,944,930430,PRIJEM,,138.4,38148.6,UROK,,
3559278,882,930430,PRIJEM,,99.8,29208.9,UROK,,
3561688,943,930430,PRIJEM,,16.7,10498.2,UROK,,
3560980,925,930430,PRIJEM,,108.0,34929.8,UROK,,
3558801,866,930430,PRIJEM,,182.1,43764.4,UROK,,
3452815,5868,930430,PRIJEM,,167.7,32827.5,UROK,,
3456442,9203,930430,PRIJEM,,36.3,29319.3,UROK,,
3452209,5483,930430,PRIJEM,,11.8,21213.8,UROK,,
3453041,6034,930430,PRIJEM,,252.7,51240.1,UROK,,
3454013,6897,930430,PRIJEM,,19.7,28382.7,UROK,,
3453602,6473,930430,PRIJEM,,224.7,74485.3,UROK,,
3454544,7445,930430,PRIJEM,,59.7,40385.7,UROK,,
3454413,7231,930430,PRIJEM,,242.7,55803.0,UROK,,
3452672,5740,930430,PRIJEM,,42.1,43314.1,UROK,,
3520590,10364,930430,PRIJEM,,131.4,33949.4,UROK,,
3509924,9307,930430,PRIJEM,,33.3,50053.2,UROK,,
3513204,9640,930430,PRIJEM,,131.5,39992.3,UROK,,
3575627,1378,930430,PRIJEM,,169.0,50772.2,UROK,,
3576351,1402,930430,PRIJEM,,13.4,16119.4,UROK,,
3574570,1338,930430,PRIJEM,,225.2,64795.7,UROK,,
3575193,1366,930430,PRIJEM,,66.1,24429.1,UROK,,
3574322,1332,930430,PRIJEM,,20.7,21355.7,UROK,,
3576189,1397,930430,PRIJEM,,31.5,22709.5,UROK,,
1190947,4078,930430,VYDAJ,VYBER,20800.0,40805.8,,,
145059,485,930430,VYDAJ,VYBER,100.0,21440.4,SLUZBY,,
3442231,1372,930430,PRIJEM,,30.8,14830.8,UROK,,
3440465,1065,930430,PRIJEM,,10.3,14910.3,UROK,,
3440562,1077,930430,PRIJEM,,40.4,16945.5,UROK,,
3443443,1713,930430,PRIJEM,,30.2,13133.2,UROK,,
3441055,1157,930430,PRIJEM,,12.1,17500.1,UROK,,
3655393,3781,930430,PRIJEM,,21.4,25654.4,UROK,,
3655555,3785,930430,PRIJEM,,28.4,25570.4,UROK,,
3655625,3787,930430,PRIJEM,,111.5,32446.3,UROK,,
3654669,3760,930430,PRIJEM,,273.9,46394.1,UROK,,
3659417,3909,930430,PRIJEM,,165.7,43450.9,UROK,,
3657068,3834,930430,PRIJEM,,128.9,34888.4,UROK,,
3659636,3915,930430,PRIJEM,,84.6,23515.6,UROK,,
